Year,Player,Salary,Position,Team
2002,Randy Keisler,211400,Pitcher,New York Yankees
2002,Jay Tessmer,210000,Pitcher,New York Yankees
2003,Kevin Appier,11500000,Pitcher,Los Angeles Angels
2003,Tim Salmon,9900000,Outfielder,Los Angeles Angels
2003,Aaron Sele,8166667,Pitcher,Los Angeles Angels
2003,Troy Percival,7833333,Pitcher,Los Angeles Angels
2003,Darin Erstad,7250000,Outfielder,Los Angeles Angels
2003,Troy Glaus,7250000,Third Baseman,Los Angeles Angels
2003,Garret Anderson,5350000,Outfielder,Los Angeles Angels
2003,Scott Spiezio,4250000,First Baseman,Los Angeles Angels
2003,Jarrod Washburn,3875000,Pitcher,Los Angeles Angels
2003,Adam Kennedy,2270000,Second Baseman,Los Angeles Angels
2003,Ramon Ortiz,2266667,Pitcher,Los Angeles Angels
2003,Bengie Molina,1425000,Catcher,Los Angeles Angels
2003,Scott Schoeneweis,1425000,Pitcher,Los Angeles Angels
2003,Brad Fullmer,1000000,First Baseman,Los Angeles Angels
2003,Eric Owens,925000,Outfielder,Los Angeles Angels
2003,Benji Gil,725000,Shortstop,Los Angeles Angels
2003,David Eckstein,425000,Shortstop,Los Angeles Angels
2003,Ben Weber,375000,Pitcher,Los Angeles Angels
2003,Shawn Wooten,337500,Catcher,Los Angeles Angels
2003,Brendan Donnelly,325000,Pitcher,Los Angeles Angels
2003,Jose Molina,320000,Catcher,Los Angeles Angels
2003,John Lackey,315000,Pitcher,Los Angeles Angels
2003,Francisco Rodriguez,312500,Pitcher,Los Angeles Angels
2003,Scot Shields,305000,Pitcher,Los Angeles Angels
2003,Mickey Callaway,302500,Pitcher,Los Angeles Angels
2003,Matt Wise,302500,Pitcher,Los Angeles Angels
2003,Julio Ramirez,300000,Outfielder,Los Angeles Angels
2003,Jeff Bagwell,13000000,First Baseman,Houston Astros
2003,Craig Biggio,9750000,Outfielder,Houston Astros
2003,Richard Hidalgo,8500000,Outfielder,Houston Astros
2003,Billy Wagner,8000000,Pitcher,Houston Astros
2003,Jeff Kent,7500000,Second Baseman,Houston Astros
2003,Brad Ausmus,5500000,Catcher,Houston Astros
2003,Lance Berkman,3500000,Outfielder,Houston Astros
2003,Jose Vizcaino,2000000,Shortstop,Houston Astros
2003,Orlando Merced,1700000,Outfielder,Houston Astros
2003,Octavio Dotel,1600000,Pitcher,Houston Astros
2003,Julio Lugo,1575000,Shortstop,Houston Astros
2003,Geoff Blum,1500000,Shortstop,Houston Astros
2003,Brian L. Hunter,1200000,Outfielder,Houston Astros
2003,Gregg Zaun,1200000,Catcher,Houston Astros
2003,Bruce Chen,550000,Pitcher,Houston Astros
2003,Wade Miller,525000,Pitcher,Houston Astros
2003,Brian Moehler,500000,Pitcher,Houston Astros
2003,Roy Oswalt,500000,Pitcher,Houston Astros
2003,Ricky Stone,325000,Pitcher,Houston Astros
2003,Carlos Hernandez,310000,Pitcher,Houston Astros
2003,Pete Munro,305000,Pitcher,Houston Astros
2003,Raul Chavez,300000,Catcher,Houston Astros
2003,Morgan Ensberg,300000,Third Baseman,Houston Astros
2003,Brad Lidge,300000,Pitcher,Houston Astros
2003,Tim Redding,300000,Pitcher,Houston Astros
2003,Jeriome Robertson,300000,Pitcher,Houston Astros
2003,Jermaine Dye,11666667,Outfielder,Oakland Athletics
2003,Keith Foulke,6000000,Pitcher,Oakland Athletics
2003,Miguel Tejada,5125000,Shortstop,Oakland Athletics
2003,Eric Chavez,3675000,Third Baseman,Oakland Athletics
2003,Jim Mecir,3216667,Pitcher,Oakland Athletics
2003,Tim Hudson,2700000,Pitcher,Oakland Athletics
2003,Mark Mulder,2650000,Pitcher,Oakland Athletics
2003,Terrence Long,2175000,Outfielder,Oakland Athletics
2003,Ramon Hernandez,1887500,Catcher,Oakland Athletics
2003,Scott Hatteberg,1750000,Catcher,Oakland Athletics
2003,Ricardo Rincon,1700000,Pitcher,Oakland Athletics
2003,Chris Singleton,1200000,Outfielder,Oakland Athletics
2003,Erubiel Durazo,1065000,First Baseman,Oakland Athletics
2003,Barry Zito,1000000,Pitcher,Oakland Athletics
2003,John Halama,750000,Pitcher,Oakland Athletics
2003,Mark L. Johnson,500000,Catcher,Oakland Athletics
2003,Ron Gant,350000,Outfielder,Oakland Athletics
2003,Ted Lilly,335000,Pitcher,Oakland Athletics
2003,Frank Menechino,334500,Second Baseman,Oakland Athletics
2003,Chad Bradford,331000,Pitcher,Oakland Athletics
2003,Adam Piatt,322000,Third Baseman,Oakland Athletics
2003,Jeremy Fikac,316000,Pitcher,Oakland Athletics
2003,Mark Ellis,307500,Shortstop,Oakland Athletics
2003,Micah Bowie,304000,Pitcher,Oakland Athletics
2003,Eric Byrnes,300000,Outfielder,Oakland Athletics
2003,Mike Neu,300000,Pitcher,Oakland Athletics
2003,Carlos Delgado,18700000,First Baseman,Toronto Blue Jays
2003,Shannon Stewart,6200000,Outfielder,Toronto Blue Jays
2003,Cory Lidle,5350000,Pitcher,Toronto Blue Jays
2003,Kelvim Escobar,3900000,Pitcher,Toronto Blue Jays
2003,Roy Halladay,3825000,Pitcher,Toronto Blue Jays
2003,Frank Catalanotto,2200000,Outfielder,Toronto Blue Jays
2003,Mike Bordick,1000000,Shortstop,Toronto Blue Jays
2003,Tanyon Sturtze,1000000,Pitcher,Toronto Blue Jays
2003,Cliff Politte,845000,Pitcher,Toronto Blue Jays
2003,Greg Myers,800000,Catcher,Toronto Blue Jays
2003,Chris Woodward,775000,Shortstop,Toronto Blue Jays
2003,Dave Berg,700000,Shortstop,Toronto Blue Jays
2003,Doug Creek,700000,Pitcher,Toronto Blue Jays
2003,Eric Hinske,600000,Third Baseman,Toronto Blue Jays
2003,Jeff Tam,600000,Pitcher,Toronto Blue Jays
2003,Vernon Wells,520000,Outfielder,Toronto Blue Jays
2003,Pete Walker,425000,Pitcher,Toronto Blue Jays
2003,Doug Linton,350000,Pitcher,Toronto Blue Jays
2003,Josh Phelps,320000,First Baseman,Toronto Blue Jays
2003,Tom Wilson,316000,Catcher,Toronto Blue Jays
2003,Ken Huckaby,313000,Catcher,Toronto Blue Jays
2003,Orlando Hudson,313000,Second Baseman,Toronto Blue Jays
2003,Bob File,310000,Pitcher,Toronto Blue Jays
2003,Trever Miller,305000,Pitcher,Toronto Blue Jays
2003,Mark Hendrickson,302000,Pitcher,Toronto Blue Jays
2003,Aquilino Lopez,300000,Pitcher,Toronto Blue Jays
2003,Jayson Werth,300000,Catcher,Toronto Blue Jays
2003,Greg Maddux,14750000,Pitcher,Atlanta Braves
2003,Mike Hampton,13625000,Pitcher,Atlanta Braves
2003,Chipper Jones,13333333,Outfielder,Atlanta Braves
2003,Andruw Jones,12000000,Outfielder,Atlanta Braves
2003,Gary Sheffield,11416667,Outfielder,Atlanta Braves
2003,John Smoltz,10666667,Pitcher,Atlanta Braves
2003,Javy Lopez,7000000,Catcher,Atlanta Braves
2003,Vinny Castilla,5000000,Third Baseman,Atlanta Braves
2003,Russ Ortiz,4662500,Pitcher,Atlanta Braves
2003,Paul Byrd,3000000,Pitcher,Atlanta Braves
2003,Rafael Furcal,2200000,Shortstop,Atlanta Braves
2003,Henry Blanco,1300000,Catcher,Atlanta Braves
2003,Robert Fick,1000000,First Baseman,Atlanta Braves
2003,Matt Franco,800000,First Baseman,Atlanta Braves
2003,Darren Holmes,700000,Pitcher,Atlanta Braves
2003,Julio Franco,600000,First Baseman,Atlanta Braves
2003,Roberto Hernandez,600000,Pitcher,Atlanta Braves
2003,Ray King,600000,Pitcher,Atlanta Braves
2003,Darren Bragg,450000,Outfielder,Atlanta Braves
2003,Jason Marquis,368000,Pitcher,Atlanta Braves
2003,Mark De Rosa,340000,Shortstop,Atlanta Braves
2003,Marcus Giles,316500,Second Baseman,Atlanta Braves
2003,Kevin Gryboski,315000,Pitcher,Atlanta Braves
2003,Jung Bong,300000,Pitcher,Atlanta Braves
2003,Joey Dawley,300000,Pitcher,Atlanta Braves
2003,Trey Hodges,300000,Pitcher,Atlanta Braves
2003,Horacio Ramirez,300000,Pitcher,Atlanta Braves
2003,Jeffrey Hammonds,8200000,Outfielder,Milwaukee Brewers
2003,Geoff Jenkins,5187500,Outfielder,Milwaukee Brewers
2003,Richie Sexson,5125000,First Baseman,Milwaukee Brewers
2003,Glendon Rusch,4250000,Pitcher,Milwaukee Brewers
2003,Curtis Leskanic,3700000,Pitcher,Milwaukee Brewers
2003,Eric Young,2000000,Second Baseman,Milwaukee Brewers
2003,Mike DeJean,1700000,Pitcher,Milwaukee Brewers
2003,Royce Clayton,1500000,Shortstop,Milwaukee Brewers
2003,Todd Ritchie,1150000,Pitcher,Milwaukee Brewers
2003,Valerio De Los Santos,925000,Pitcher,Milwaukee Brewers
2003,Wes Helms,575000,Third Baseman,Milwaukee Brewers
2003,John Vander Wal,550000,Outfielder,Milwaukee Brewers
2003,Eddie Perez,500000,Catcher,Milwaukee Brewers
2003,Keith Osik,455000,Catcher,Milwaukee Brewers
2003,Ben Sheets,428000,Pitcher,Milwaukee Brewers
2003,Luis Vizcaino,370000,Pitcher,Milwaukee Brewers
2003,Alex Sanchez,340000,Outfielder,Milwaukee Brewers
2003,Jayson Durocher,320000,Pitcher,Milwaukee Brewers
2003,Matt Kinney,318000,Pitcher,Milwaukee Brewers
2003,Wayne Franklin,315000,Pitcher,Milwaukee Brewers
2003,Brady Clark,312500,Outfielder,Milwaukee Brewers
2003,Nick Neugebauer,305000,Pitcher,Milwaukee Brewers
2003,Keith Ginter,301000,Third Baseman,Milwaukee Brewers
2003,Jason Conti,300000,Outfielder,Milwaukee Brewers
2003,Enrique Cruz,300000,Shortstop,Milwaukee Brewers
2003,Matt Ford,300000,Pitcher,Milwaukee Brewers
2003,John Foster,300000,Pitcher,Milwaukee Brewers
2003,Shane Nance,300000,Pitcher,Milwaukee Brewers
2003,Scott Podsednik,300000,Outfielder,Milwaukee Brewers
2003,Matt Morris,10500000,Pitcher,St. Louis Cardinals
2003,Jim Edmonds,8333333,Outfielder,St. Louis Cardinals
2003,Scott Rolen,7625000,Third Baseman,St. Louis Cardinals
2003,Tino Martinez,7500000,First Baseman,St. Louis Cardinals
2003,Jason Isringhausen,7250000,Pitcher,St. Louis Cardinals
2003,Edgar Renteria,6500000,Shortstop,St. Louis Cardinals
2003,Woody Williams,6000000,Pitcher,St. Louis Cardinals
2003,Fernando Vina,5333333,Second Baseman,St. Louis Cardinals
2003,J.D. Drew,3700000,Outfielder,St. Louis Cardinals
2003,Brett Tomko,3300000,Pitcher,St. Louis Cardinals
2003,Mike Matheny,3250000,Catcher,St. Louis Cardinals
2003,Steve Kline,1800000,Pitcher,St. Louis Cardinals
2003,Eli Marrero,1500000,Catcher,St. Louis Cardinals
2003,Jeff Fassero,1250000,Pitcher,St. Louis Cardinals
2003,So Taguchi,1200000,Outfielder,St. Louis Cardinals
2003,Dustin Hermanson,900000,Pitcher,St. Louis Cardinals
2003,Albert Pujols,900000,Third Baseman,St. Louis Cardinals
2003,Miguel Cairo,850000,Second Baseman,St. Louis Cardinals
2003,Garrett Stephenson,800000,Pitcher,St. Louis Cardinals
2003,Joe Girardi,725000,Catcher,St. Louis Cardinals
2003,Orlando Palmeiro,700000,Outfielder,St. Louis Cardinals
2003,Lance Painter,575000,Pitcher,St. Louis Cardinals
2003,Cal Eldred,500000,Pitcher,St. Louis Cardinals
2003,Eduardo Perez,500000,First Baseman,St. Louis Cardinals
2003,Russ Springer,450000,Pitcher,St. Louis Cardinals
2003,Kerry Robinson,320000,Outfielder,St. Louis Cardinals
2003,Jason Simontacchi,315000,Pitcher,St. Louis Cardinals
2003,Wilson Delgado,305000,Shortstop,St. Louis Cardinals
2003,Gene Stechschulte,305000,Pitcher,St. Louis Cardinals
2003,Chris Carpenter,300000,Pitcher,St. Louis Cardinals
2003,Steve Torrealba,300000,Catcher,St. Louis Cardinals
2003,Sammy Sosa,16000000,Outfielder,Chicago Cubs
2003,Moises Alou,9500000,Outfielder,Chicago Cubs
2003,Eric Karros,8375000,First Baseman,Chicago Cubs
2003,Kerry Wood,6190000,Pitcher,Chicago Cubs
2003,Alex Scott Gonzalez,5750000,Third Baseman,Chicago Cubs
2003,Mark Grudzielanek,5500000,Second Baseman,Chicago Cubs
2003,Antonio Alfonseca,4000000,Pitcher,Chicago Cubs
2003,Matt Clement,4000000,Pitcher,Chicago Cubs
2003,Shawn Estes,3000000,Pitcher,Chicago Cubs
2003,Damian Miller,2700000,Catcher,Chicago Cubs
2003,Mike Remlinger,2633333,Pitcher,Chicago Cubs
2003,Dave Veres,2000000,Pitcher,Chicago Cubs
2003,Mark Guthrie,1600000,Pitcher,Chicago Cubs
2003,Mark Prior,1450000,Pitcher,Chicago Cubs
2003,Lenny Harris,800000,First Baseman,Chicago Cubs
2003,Ramon E. Martinez,800000,Second Baseman,Chicago Cubs
2003,Paul Bako,750000,Catcher,Chicago Cubs
2003,Troy O'Leary,750000,Outfielder,Chicago Cubs
2003,Tom Goodwin,635000,Outfielder,Chicago Cubs
2003,Kyle Farnsworth,600000,Pitcher,Chicago Cubs
2003,Mark Bellhorn,465000,Second Baseman,Chicago Cubs
2003,Joe Borowski,410000,Pitcher,Chicago Cubs
2003,Corey Patterson,365000,Outfielder,Chicago Cubs
2003,Juan Cruz,340000,Pitcher,Chicago Cubs
2003,Carlos Zambrano,340000,Pitcher,Chicago Cubs
2003,Scott Chiasson,305000,Pitcher,Chicago Cubs
2003,Hee Seop Choi,305000,First Baseman,Chicago Cubs
2003,Will Ohman,305000,Pitcher,Chicago Cubs
2003,Randy Johnson,15000000,Pitcher,Arizona Diamondbacks
2003,Curt Schilling,10000000,Pitcher,Arizona Diamondbacks
2003,Matt D. Williams,10000000,Third Baseman,Arizona Diamondbacks
2003,Matt Mantei,7083333,Pitcher,Arizona Diamondbacks
2003,Tony Womack,6000000,Shortstop,Arizona Diamondbacks
2003,Steve Finley,4250000,Outfielder,Arizona Diamondbacks
2003,Luis E. Gonzalez,4000000,Outfielder,Arizona Diamondbacks
2003,Miguel Batista,3375000,Pitcher,Arizona Diamondbacks
2003,Byung-Hyun Kim,3250000,Pitcher,Arizona Diamondbacks
2003,Danny Bautista,3000000,Outfielder,Arizona Diamondbacks
2003,Elmer Dessens,3000000,Pitcher,Arizona Diamondbacks
2003,Craig Counsell,2516667,Second Baseman,Arizona Diamondbacks
2003,Mark Grace,1750000,First Baseman,Arizona Diamondbacks
2003,Quinton McCracken,1750000,Outfielder,Arizona Diamondbacks
2003,Mike Myers,1750000,Pitcher,Arizona Diamondbacks
2003,David Dellucci,900000,Outfielder,Arizona Diamondbacks
2003,Carlos Baerga,500000,Second Baseman,Arizona Diamondbacks
2003,Junior Spivey,432000,Second Baseman,Arizona Diamondbacks
2003,Rod Barajas,300000,Catcher,Arizona Diamondbacks
2003,Mike Koplove,300000,Pitcher,Arizona Diamondbacks
2003,Chad Moeller,300000,Catcher,Arizona Diamondbacks
2003,Lyle Overbay,300000,First Baseman,Arizona Diamondbacks
2003,Bret Prinz,300000,Pitcher,Arizona Diamondbacks
2003,Stephen Randolph,300000,Pitcher,Arizona Diamondbacks
2003,Oscar Villarreal,300000,Pitcher,Arizona Diamondbacks
2003,Kevin J. Brown,15714286,Pitcher,Los Angeles Dodgers
2003,Shawn Green,15666667,Outfielder,Los Angeles Dodgers
2003,Darren Dreifort,12400000,Pitcher,Los Angeles Dodgers
2003,Brian Jordan,9600000,Outfielder,Los Angeles Dodgers
2003,Andy Ashby,8500000,Pitcher,Los Angeles Dodgers
2003,Hideo Nomo,7750000,Pitcher,Los Angeles Dodgers
2003,Todd Hundley,6500000,Catcher,Los Angeles Dodgers
2003,Paul Shuey,3916667,Pitcher,Los Angeles Dodgers
2003,Fred McGriff,3750000,First Baseman,Los Angeles Dodgers
2003,Adrian Beltre,3700000,Third Baseman,Los Angeles Dodgers
2003,Odalis Perez,3400000,Pitcher,Los Angeles Dodgers
2003,Paul Quantrill,3333333,Pitcher,Los Angeles Dodgers
2003,Paul Lo Duca,2636667,Catcher,Los Angeles Dodgers
2003,Kazuhisa Ishii,2575000,Pitcher,Los Angeles Dodgers
2003,Daryle Ward,1350000,First Baseman,Los Angeles Dodgers
2003,Alex Cora,1150000,Shortstop,Los Angeles Dodgers
2003,Guillermo Mota,675000,Pitcher,Los Angeles Dodgers
2003,Eric Gagne,550000,Pitcher,Los Angeles Dodgers
2003,Jolbert Cabrera,435000,Shortstop,Los Angeles Dodgers
2003,Dave Roberts,400000,Outfielder,Los Angeles Dodgers
2003,Cesar Izturis,335000,Shortstop,Los Angeles Dodgers
2003,Mike Kinkade,320000,Third Baseman,Los Angeles Dodgers
2003,Chad Hermansen,312500,Outfielder,Los Angeles Dodgers
2003,Jason Romano,302500,Third Baseman,Los Angeles Dodgers
2003,Steve Colyer,300000,Pitcher,Los Angeles Dodgers
2003,Derek Thompson,300000,Pitcher,Los Angeles Dodgers
2003,Barry Bonds,15500000,Outfielder,San Francisco Giants
2003,Robb Nen,8750000,Pitcher,San Francisco Giants
2003,J.T. Snow,6850000,First Baseman,San Francisco Giants
2003,Rich Aurilia,6250000,Shortstop,San Francisco Giants
2003,Jason Schmidt,5937500,Pitcher,San Francisco Giants
2003,Kirk Rueter,5866667,Pitcher,San Francisco Giants
2003,Ray Durham,5200000,Second Baseman,San Francisco Giants
2003,Marvin Benard,4200000,Outfielder,San Francisco Giants
2003,Edgardo Alfonzo,4000000,Third Baseman,San Francisco Giants
2003,Felix Rodriguez,3166667,Pitcher,San Francisco Giants
2003,Jose Cruz Jr.,2500000,Outfielder,San Francisco Giants
2003,Jason Christiansen,2333333,Pitcher,San Francisco Giants
2003,Tim Worrell,2000000,Pitcher,San Francisco Giants
2003,Marquis Grissom,1875000,Outfielder,San Francisco Giants
2003,Benito Santiago,1775000,Catcher,San Francisco Giants
2003,Damian Moss,1550000,Pitcher,San Francisco Giants
2003,Neifi Perez,1500000,Shortstop,San Francisco Giants
2003,Scott Eyre,725000,Pitcher,San Francisco Giants
2003,Andres Galarraga,500000,First Baseman,San Francisco Giants
2003,Ruben Rivera,500000,Outfielder,San Francisco Giants
2003,Pedro Feliz,325000,Third Baseman,San Francisco Giants
2003,Ryan Jensen,317000,Pitcher,San Francisco Giants
2003,Chad Zerbe,317000,Pitcher,San Francisco Giants
2003,Yorvit Torrealba,312000,Catcher,San Francisco Giants
2003,Kurt Ainsworth,302000,Pitcher,San Francisco Giants
2003,Joe Nathan,300000,Pitcher,San Francisco Giants
2003,Ellis Burks,7166667,Outfielder,Cleveland Indians
2003,Matt Lawton,6750000,Outfielder,Cleveland Indians
2003,Bob Wickman,6000000,Pitcher,Cleveland Indians
2003,Omar Vizquel,5500000,Shortstop,Cleveland Indians
2003,Danys Baez,5125000,Pitcher,Cleveland Indians
2003,Ricky Gutierrez,3916667,Shortstop,Cleveland Indians
2003,Mark Wohlers,2600000,Pitcher,Cleveland Indians
2003,Brian James Anderson,1500000,Pitcher,Cleveland Indians
2003,CC Sabathia,1100000,Pitcher,Cleveland Indians
2003,Jason Bere,1000000,Pitcher,Cleveland Indians
2003,Karim Garcia,900000,Outfielder,Cleveland Indians
2003,Jose Santiago,600000,Pitcher,Cleveland Indians
2003,Shane Spencer,600000,Outfielder,Cleveland Indians
2003,Terry Mulholland,500000,Pitcher,Cleveland Indians
2003,Tim Laker,400000,Catcher,Cleveland Indians
2003,Casey Blake,330000,Third Baseman,Cleveland Indians
2003,Bill Selby,325000,Second Baseman,Cleveland Indians
2003,John McDonald,314400,Shortstop,Cleveland Indians
2003,Milton Bradley,314300,Outfielder,Cleveland Indians
2003,David Riske,314000,Pitcher,Cleveland Indians
2003,Aaron Myette,307500,Pitcher,Cleveland Indians
2003,Jake Westbrook,305500,Pitcher,Cleveland Indians
2003,Carl Sadler,303200,Pitcher,Cleveland Indians
2003,Ben Broussard,303000,First Baseman,Cleveland Indians
2003,Ricardo Rodriguez,302400,Pitcher,Cleveland Indians
2003,Travis Hafner,302200,First Baseman,Cleveland Indians
2003,Josh Bard,302100,Catcher,Cleveland Indians
2003,Jason Davis,301100,Pitcher,Cleveland Indians
2003,Cliff Lee,300900,Pitcher,Cleveland Indians
2003,Brandon Phillips,300900,Shortstop,Cleveland Indians
2003,Billy Traber,300000,Pitcher,Cleveland Indians
2003,Bret Boone,8000000,Second Baseman,Seattle Mariners
2003,Kazuhiro Sasaki,8000000,Pitcher,Seattle Mariners
2003,John Olerud,7700000,First Baseman,Seattle Mariners
2003,Mike Cameron,7416667,Outfielder,Seattle Mariners
2003,Freddy Garcia,6875000,Pitcher,Seattle Mariners
2003,Jeff Cirillo,6725000,Third Baseman,Seattle Mariners
2003,Jamie Moyer,6500000,Pitcher,Seattle Mariners
2003,Ichiro Suzuki,4666667,Outfielder,Seattle Mariners
2003,Edgar Martinez,4000000,First Baseman,Seattle Mariners
2003,Jeff Nelson,3983333,Pitcher,Seattle Mariners
2003,Arthur Rhodes,3500000,Pitcher,Seattle Mariners
2003,Dan Wilson,3500000,Catcher,Seattle Mariners
2003,Randy Winn,3300000,Outfielder,Seattle Mariners
2003,Mark McLemore,3150000,Second Baseman,Seattle Mariners
2003,Carlos Guillen,2500000,Shortstop,Seattle Mariners
2003,Shigetoshi Hasegawa,1800000,Pitcher,Seattle Mariners
2003,Ben Davis,1000000,Catcher,Seattle Mariners
2003,Greg Colbrunn,750000,First Baseman,Seattle Mariners
2003,John Mabry,600000,First Baseman,Seattle Mariners
2003,Pat Borders,500000,Catcher,Seattle Mariners
2003,Joel Pineiro,440000,Pitcher,Seattle Mariners
2003,Ryan Franklin,425000,Pitcher,Seattle Mariners
2003,Giovanni Carrara,400000,Pitcher,Seattle Mariners
2003,Gil Meche,325000,Pitcher,Seattle Mariners
2003,Julio Mateo,302500,Pitcher,Seattle Mariners
2003,Willie Bloomquist,300000,Second Baseman,Seattle Mariners
2003,Chris Snelling,300000,Outfielder,Seattle Mariners
2003,Ivan Rodriguez,10000000,Catcher,Florida Marlins
2003,Luis A. Castillo,4850000,Second Baseman,Florida Marlins
2003,Derrek Lee,4250000,First Baseman,Florida Marlins
2003,Mike Lowell,3700000,Third Baseman,Florida Marlins
2003,Juan Encarnacion,3450000,Outfielder,Florida Marlins
2003,A.J. Burnett,2500000,Pitcher,Florida Marlins
2003,Mark Redman,2150000,Pitcher,Florida Marlins
2003,Brad Penny,1875000,Pitcher,Florida Marlins
2003,Josh Beckett,1725000,Pitcher,Florida Marlins
2003,Alex Luis Gonzalez,1700000,Shortstop,Florida Marlins
2003,Braden Looper,1600000,Pitcher,Florida Marlins
2003,Todd Hollandsworth,1500000,Outfielder,Florida Marlins
2003,Carl Pavano,1500000,Pitcher,Florida Marlins
2003,Vladimir Nunez,1400000,Pitcher,Florida Marlins
2003,Mike Redmond,1050000,Catcher,Florida Marlins
2003,Juan Pierre,1000000,Outfielder,Florida Marlins
2003,Andy Fox,800000,Shortstop,Florida Marlins
2003,Armando Almanza,775000,Pitcher,Florida Marlins
2003,Mike Mordecai,500000,Third Baseman,Florida Marlins
2003,Gerald Williams,325000,Outfielder,Florida Marlins
2003,Brian Banks,300000,First Baseman,Florida Marlins
2003,Ramon Castro,300000,Catcher,Florida Marlins
2003,Blaine Neal,300000,Pitcher,Florida Marlins
2003,Tommy Phelps,300000,Pitcher,Florida Marlins
